type,ticker,titre,sentiment,intensite,horizon,resume,score_fondamental,catalyseur,lien,date
ALERT_PORTFOLIO,MRVL,"Poet Technologies’ stock craters nearly 50% in record drop, as Marvell relationship sours",negatif,fort,intraday,Le départ de Marvell Technologies de la collaboration clé avec Poet Technologies a causé une chute importante du cours des actions de cette dernière.,,M&A,https://www.marketwatch.com/story/poet-technologies-stock-craters-nearly-50-in-record-drop-as-marvell-relationship-sours-1e37d970?mod=mw_rss_topstories,2026-04-27 18:56:40
ALERT_PORTFOLIO,MU,"Stocks making the biggest moves midday: Sandisk, Micron, Verizon, AMD, GE Vernova and more",positif,fort,intraday,La hausse de Micron Technology (MU) s'explique par des nouvelles bénéfiques provenant de leurs récents résultats trimestriels.,,earnings,https://www.cnbc.com/2026/04/27/stocks-making-the-biggest-moves-midday-sndk-mu-vz-amd-gev.html,2026-04-27 18:56:42
ALERT_PORTFOLIO,GS,GPIQ Vs. FEPI: Downgrading Rex Shares In Favor Of Goldman Sachs,positif,modere,intraday,Le titre de Goldman Sachs (GS) montre une hausse significative après une comparaison favorable avec GPIQ et FEPI.,,M&A,https://seekingalpha.com/article/4894694-gpiq-vs-fepi-downgrading-rex-shares-in-favor-of-goldman-sachs?source=feed_all_articles,2026-04-27 18:56:43
ALERT_PORTFOLIO,AGEN,Agenus to Present First Phase 2 Botensilimab Data in Advanced Cutaneous Melanoma at ASCO 2026,positif,modere,1-2sem,"Agenus annonce des données de botensilimab pour le traitement du melanome cutané avancé, présentées à l'ASCO 2026.",,produit,https://finance.yahoo.com/sectors/healthcare/articles/agenus-present-first-phase-2-140000767.html?.tsrc=rss,2026-04-27 18:56:44
ALERT_PORTFOLIO,AGEN,Agenus Names BAP Pharma as Exclusive Global Partner for BOT+BAL Access Programs,positif,modere,1-3mois,Agenus et BAP Pharma annoncent une collaboration exclusive pour accéder aux programmes de botensilimab (BOT) plus balstilimab (BAL) à l'échelle mondiale.,,M&A,https://finance.yahoo.com/sectors/healthcare/articles/agenus-names-bap-pharma-exclusive-120000311.html?.tsrc=rss,2026-04-27 18:56:45
ALERT_PORTFOLIO,AGEN,Is Agenus (AGEN) Outperforming Other Medical Stocks This Year?,positif,fort,1-3mois,"Agenus (AGEN) a connu une hausse significative de 5.1% sur les cinq derniers jours, dépassant le secteur de la santé.",,produit,https://finance.yahoo.com/markets/stocks/articles/agenus-agen-outperforming-other-medical-134002430.html?.tsrc=rss,2026-04-27 18:56:47
ALERT_PORTFOLIO,ALAB,RBC Capital Raises Astera Labs (ALAB) Price Target Amid Expected Boost from Amazon Trainium3 AI Chips,positif,fort,intraday,Le titre ALAB est sur le point de connaître une hausse significative possiblement liée à l'expansion de la collaboration entre Amazon et Anthropic.,,M&A,https://finance.yahoo.com/markets/stocks/articles/rbc-capital-raises-astera-labs-184019961.html?.tsrc=rss,2026-04-27 18:56:48
ALERT_PORTFOLIO,MRVL|NVDA,Jim Cramer Notes Stocks Like Marvell Are “All on Fire”,positif,fort,intraday,Les actions de Marvell Technology et NVIDIA sont sur un tir montant suite à l'émission de recommandations positives par Jim Cramer.,,produit,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-notes-stocks-marvell-032636814.html?.tsrc=rss,2026-04-27 18:56:50
ALERT_PORTFOLIO,ALDX,Aldeyra Therapeutics And 2 More Promising Penny Stocks For Your Watchlist,negatif,modere,1-3mois,La baisse de 9.3% sur les cinq derniers jours indique une pression sur le titre ALDX.,,earnings,https://finance.yahoo.com/markets/stocks/articles/aldeyra-therapeutics-2-more-promising-180528519.html?.tsrc=rss,2026-04-27 18:56:51
ALERT_PORTFOLIO,ALDX,ALDX Crashes 71% as FDA Issues Third CRL for Dry Eye Disease Drug NDA,negatif,fort,intraday,La baisse de 71% du titre ALDX est due à une troisième annulation de la demande de réapprobation (CRL) par la FDA pour le traitement de la maladie de la sècheresse oculaire par reproxalap.,,réglementaire,https://finance.yahoo.com/news/aldx-crashes-71-fda-issues-151000954.html?.tsrc=rss,2026-04-27 18:56:53
ALERT_PORTFOLIO,AVGO,"Broadcom Stock Price Prediction After 32% Monthly Surge: $475 Target, $558 Bull Case",positif,fort,1-2sem,La hausse de 32% du prix de l'action de Broadcom sur un seul mois indique une forte croissance et une augmentation de la confiance en la compagnie.,,produit,https://247wallst.com/investing/2026/04/27/broadcom-stock-price-prediction-after-32-monthly-surge-475-target-558-bull-case/?.tsrc=rss,2026-04-27 18:56:54
ALERT_PORTFOLIO,AVGO,"Broadcom, IBD Stock Of The Day, Hovers Near Buy Zone",positif,modere,intraday,"Broadcom, un important fournisseur de semi-conducteurs sans fab, a connu une hausse significative ces derniers jours.",,produit,https://finance.yahoo.com/m/bf33a7cb-bfec-3b22-a616-ceca549945e4/broadcom%2C-ibd-stock-of-the.html?.tsrc=rss,2026-04-27 18:56:55
ALERT_PORTFOLIO,NVDA,Will Nvidia's explosive rally end soon?,positif,fort,intraday,"La hausse de Nvidia est survenue en raison d'une forte demande pour ses produits dans le domaine des GPU pour les data centers et les entreprises de jeux vidéo. Cependant, JPMorgan a émis un avertissement pour les fans de Nvidia, suggérant une possible correction prochaine.",,produit,https://finance.yahoo.com/news/will-nvidias-explosive-rally-end-soon-133429771.html?.tsrc=rss,2026-04-27 18:56:56
ALERT_PORTFOLIO,CF,Is CF Industries (CF) Stock Outpacing Its Basic Materials Peers This Year?,positif,modere,1-3mois,CF Industries a surperformé par rapport à ses pairs du secteur des matières premières cette année.,,sectoriel,https://finance.yahoo.com/markets/stocks/articles/cf-industries-cf-stock-outpacing-134003453.html?.tsrc=rss,2026-04-27 18:56:58
ALERT_PORTFOLIO,NVDA,New Strong Buy Stocks for April 27th,positif,fort,intraday,"La hausse de NVDA est catalysée par l'ajout de son action à la liste des Strong Buy de Zacks, indiquant une forte confiance en sa croissance future.",,earnings,https://finance.yahoo.com/markets/stocks/articles/strong-buy-stocks-april-27th-072400578.html?.tsrc=rss,2026-04-27 18:56:59
ALERT_PORTFOLIO,CF,Is It Too Late To Consider CF Industries (CF) After Strong Multi Year Share Price Gains,positif,modere,1-3mois,"Le prix de CF Industries a augmenté de manière significative sur une période de 1-3 mois, possiblement en raison de résultats financiers encourageants.",,earnings,https://finance.yahoo.com/markets/stocks/articles/too-consider-cf-industries-cf-170538812.html?.tsrc=rss,2026-04-27 18:57:00
ALERT_PORTFOLIO,DB,"Deutsche Bank Sees Canadian Dollar Rising ""Modestly"" Vs. US Dollar This Year, Before Larger Gain in 2027",positif,modere,1-2sem,"Le rapport de Deutsche Bank prévoie une hausse modeste du dollar canadien contre le dollar américain cette année, suivie d'une plus forte augmentation en 2027.",,macro,https://finance.yahoo.com/markets/currencies/articles/deutsche-bank-sees-canadian-dollar-142237285.html?.tsrc=rss,2026-04-27 18:57:02
ALERT_PORTFOLIO,MU,DOJ’s Partial Reversal on Powell Probe Keeps Fed Drama Alive,positif,fort,intraday,"La chute de la poursuite pénale par le DOJ sur la piste de Powell pourrait indiquer une certaine stabilisation dans le processus de nomination du président Trump pour le poste de la Fed, ce qui pourrait avoir un impact positif sur le titre de la compagnie MU.",,réglementaire,https://finance.yahoo.com/news/doj-partial-reversal-powell-probe-185508901.html?.tsrc=rss,2026-04-27 18:57:03
ALERT_PORTFOLIO,ENR.DE,"Avis stock crash continues, Siemens Energy lifts outlook",positif,fort,intraday,"Siemens Energy a augmenté ses prévisions pour l'année en cours, ce qui pourrait indiquer une amélioration des perspectives financières.",,earnings,https://finance.yahoo.com/video/avis-stock-crash-continues-siemens-energy-lifts-outlook-185100021.html?.tsrc=rss,2026-04-27 18:57:04
ALERT_PORTFOLIO,CF,"Global Green Ammonia Market Forecast to Hit USD 18.3 Billion by 2036: Regional Growth Trends in USA, UK, Japan, India Led by Nutrien Ltd. & Siemens Energy",positif,modere,1-2sem,"La croissance du marché du gaz vert ammoniac est stimulée par une augmentation de la demande pour des alternatives durables à la production conventionnelle, prévue pour atteindre 18,3 milliards de dollars d'ici 2036.",,macro,https://finance.yahoo.com/sectors/energy/articles/global-green-ammonia-market-forecast-094000301.html?.tsrc=rss,2026-04-27 18:57:06
ALERT_PORTFOLIO,GS,"Goldman Pulls Back After 8 Million Qubit Reality Check, JPMorgan Presses On",negatif,modere,intraday,"Goldman Sachs ajuste ses attentes suite à une évaluation de la viabilité technologique du qubit, tandis que JPMorgan continue de développer ses activités dans ce domaine malgré des défis technologiques.",,technologique,https://finance.yahoo.com/sectors/technology/articles/goldman-pulls-back-8-million-185000531.html?.tsrc=rss,2026-04-27 18:57:07
ALERT_PORTFOLIO,GS,Goldman Sachs Predicts $100 Oil Through the End of 2026 if Flows Don't Normalize Soon. Here's What That Means for Oil Stocks.,positif,fort,1-2sem,"Le prédicat de Goldman Sachs sur une hausse des prix du pétrole jusqu'à 100$ jusqu'à la fin 2026 pourrait avoir un impact positif sur les actions de Goldman Sachs, possiblement en raison d'anticipations d'augmentation des bénéfices liées à une hausse des prix du pétrole.",,macro,https://www.fool.com/investing/2026/04/27/goldman-sachs-predicts-100-oil-through-the-end-of/?.tsrc=rss,2026-04-27 18:57:09
ALERT_PORTFOLIO,GS,"Oil could trade at nearly $120 if war drags on, Goldman Sachs warns",negatif,fort,1-2sem,"Le prévisionnel d'augmentation du prix du baril de pétrole à 120$ selon Goldman Sachs pourrait avoir un impact sur les actions de la banque, possiblement affectant sa performance boursière.",,macro,https://finance.yahoo.com/markets/commodities/articles/oil-could-trade-nearly-120-112057859.html?.tsrc=rss,2026-04-27 18:57:10
ALERT_PORTFOLIO,GS,Goldman Sachs Lifts UnitedHealth Target Price: Healthcare ETFs to Watch,positif,modere,1-2sem,"Le Goldman Sachs augmente le prix cible pour UnitedHealth, indiquant une perspective positive pour les ETF liés au secteur de la santé.",,earnings,https://finance.yahoo.com/sectors/healthcare/articles/goldman-sachs-lifts-unitedhealth-target-161700514.html?.tsrc=rss,2026-04-27 18:57:11
ALERT_PORTFOLIO,IMNM,A Look At Immunome (IMNM) Valuation As Varegacestat Nears ASCO 2026 Spotlight And FDA NDA Filing,positif,modere,1-2sem,La décision de présenter des données de phase 3 pour le candidat thérapeutique varegacestat à l'ASCO 2026 et l'intention de déposer une demande de nouvelle drogue aux États-Unis par Immunome pourrait potentiellement renforcer la valeur de la société.,,produit,https://finance.yahoo.com/sectors/healthcare/articles/look-immunome-imnm-valuation-varegacestat-110409343.html?.tsrc=rss,2026-04-27 18:57:14
ALERT_PORTFOLIO,IMNM,Immunome Announces Oral Presentation of Phase 3 RINGSIDE Data at 2026 ASCO Annual Meeting,positif,modere,1-2sem,"Immunome annonce une présentation orale de données de la phase 3 RINGSIDE sur varegacestat pour traiter les tumeurs desmoid, présentant un potentiel pour augmenter la confiance en la société.",,produit,https://finance.yahoo.com/sectors/healthcare/articles/immunome-announces-oral-presentation-phase-143000594.html?.tsrc=rss,2026-04-27 18:57:16
ALERT_PORTFOLIO,MU,Immunome's Chief Scientist Trimmed His Stake. A Planned FDA Submission Tells You More,positif,modere,1-2sem,"Le détachement du Chief Scientist pourrait indiquer une avancée significative dans le processus de soumission à la FDA, préparant ainsi une hausse potentielle du cours de la société.",,réglementaire,https://www.fool.com/coverage/filings/2026/04/04/immunome-s-chief-scientist-trimmed-his-stake-a-planned-fda-submission-tells-you-more/?.tsrc=rss,2026-04-27 18:57:19
ALERT_PORTFOLIO,IMNM,Immunome Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),positif,modere,1-3mois,"Immunome accorde des primes d'incitations sous règlementation Nasdaq, augmentant le capital social disponible pour les nouveaux employés.",,réglementaire,https://finance.yahoo.com/sectors/healthcare/articles/immunome-reports-inducement-grants-under-200000168.html?.tsrc=rss,2026-04-27 18:57:22
ALERT_PORTFOLIO,IMNM,Immunome (IMNM) Moves 13.3% Higher: Will This Strength Last?,positif,fort,intraday,"Le prix de l'action de Immunome (IMNM) a augmenté de 13.3% suite à un volume de trading élevé, indiquant une forte pression acheteuse.",,earnings,https://finance.yahoo.com/markets/stocks/articles/immunome-imnm-moves-13-3-115600401.html?.tsrc=rss,2026-04-27 18:57:25
ALERT_PORTFOLIO,IMNM,Did Reduced 2025 Losses and NDA Plans Just Shift Immunome's (IMNM) Investment Narrative?,positif,modere,1-2sem,"Immunome a réduit ses pertes attendues pour 2025 et a mis à jour ses investisseurs sur l'avancement de sa pipeline oncologique, suggérant une amélioration de sa situation financière.",,produit,https://finance.yahoo.com/news/did-reduced-2025-losses-nda-221135228.html?.tsrc=rss,2026-04-27 18:57:28
ALERT_PORTFOLIO,IMNM,Immunome Reports Full Year 2025 Financial Results and Provides Business Update,positif,modere,1-3mois,Immunome a annoncé des résultats financiers pour l'année terminée le 31 décembre 2025 et a fourni une mise à jour de l'activité commerciale.,,earnings,https://finance.yahoo.com/news/immunome-reports-full-2025-financial-210200963.html?.tsrc=rss,2026-04-27 18:57:31
OPPORTUNITY,MU,"Micron Technology, Inc.",,,,Score 5/5,5/5,C1:True C2:True C3:True C4:True C5:True,,2026-04-27 20:56
OPPORTUNITY,NVDA,NVIDIA Corporation,,,,Score 3/5,3/5,C1:True C2:True C3:False C4:True C5:False,,2026-04-27 20:56
OPPORTUNITY,MAR,Marriott International,,,,Score 2/5,2/5,C1:False C2:True C3:False C4:True C5:False,,2026-04-27 20:56
